sport,date,season,home_team,away_team,home_odds_open,home_odds_close,away_odds_open,away_odds_close,total_open,total_close,who_shortened,totals_direction,fav_side,elo_gap_proxy,home_move_pct,away_move_pct,result_margin
AFL,2025-05-03,2025,Collingwood,Geelong,1.78,1.45,2.05,2.85,171.5,172.5,HOME,OVERS,HOME,0.0705,-18.54,39.02,-3.0
AFL,2025-05-03,2025,West Coast,Melbourne,2.8,2.75,1.44,1.48,161.5,162.5,HOME,OVERS,AWAY,-0.3208,-1.79,2.78,-32.0
AFL,2025-05-03,2025,Adelaide,Carlton,1.4,1.54,3.0,2.55,174.5,175.5,AWAY,OVERS,HOME,0.3636,10.0,-15.0,60.0
AFL,2025-05-03,2025,Western Bulldogs,Port Adelaide,1.4,1.3,3.0,3.7,170.5,173.5,HOME,OVERS,HOME,0.3636,-7.14,23.33,90.0
AFL,2025-05-02,2025,St Kilda,Fremantle,1.85,2.68,1.97,1.5,174.5,170.5,AWAY,UNDERS,HOME,0.0314,44.86,-23.86,61.0
AFL,2025-05-01,2025,Essendon,North Melbourne,1.38,1.333,3.1,3.5,184.5,182.5,HOME,UNDERS,HOME,0.3839,-3.41,12.9,3.0
AFL,2025-04-27,2025,Hawthorn,West Coast,1.02,1.03,15.0,15.0,180.5,178.5,BOTH_OR_NEITHER,UNDERS,HOME,0.8727,0.98,0.0,50.0
AFL,2025-04-27,2025,Carlton,Geelong,2.6,2.3,1.5,1.65,174.5,173.5,HOME,UNDERS,AWAY,-0.2683,-11.54,10.0,18.0
AFL,2025-04-27,2025,Gold Coast,Sydney,1.52,1.42,2.55,3.0,175.5,175.5,HOME,EVEN,HOME,0.2531,-6.58,17.65,38.0
AFL,2025-04-26,2025,GWS Giants,Western Bulldogs,1.5,1.54,2.6,2.55,173.5,164.5,AWAY,UNDERS,HOME,0.2683,2.67,-1.92,-32.0
AFL,2025-04-26,2025,Port Adelaide,North Melbourne,1.17,1.11,5.25,7.25,184.5,183.5,HOME,UNDERS,HOME,0.6355,-5.13,38.1,9.0
AFL,2025-04-26,2025,St Kilda,Brisbane,2.6,2.85,1.5,1.45,180.5,180.5,AWAY,EVEN,AWAY,-0.2683,9.62,-3.33,-45.0
AFL,2025-04-25,2025,Fremantle,Adelaide,1.78,1.72,2.05,2.18,178.5,177.5,HOME,UNDERS,HOME,0.0705,-3.37,6.34,18.0
AFL,2025-04-25,2025,Collingwood,Essendon,1.38,1.25,3.1,4.15,168.5,155.5,HOME,UNDERS,HOME,0.3839,-9.42,33.87,41.0
AFL,2025-04-24,2025,Melbourne,Richmond,1.333,1.333,3.35,3.5,176.5,171.5,BOTH_OR_NEITHER,UNDERS,HOME,0.4307,0.0,4.48,20.0
AFL,2025-04-21,2025,Geelong,Hawthorn,2.15,1.93,1.72,1.93,175.5,172.5,HOME,UNDERS,AWAY,-0.1111,-10.23,12.21,7.0
AFL,2025-04-20,2025,Western Bulldogs,St Kilda,1.68,1.56,2.2,2.5,181.5,176.5,HOME,UNDERS,HOME,0.134,-7.14,13.64,71.0
AFL,2025-04-20,2025,Sydney,Port Adelaide,1.333,1.56,3.35,2.5,170.5,176.5,AWAY,OVERS,HOME,0.4307,17.03,-25.37,-8.0
AFL,2025-04-19,2025,Richmond,Gold Coast,6.25,9.0,1.12,1.08,184.5,184.5,AWAY,EVEN,AWAY,-0.6961,44.0,-3.57,11.0
AFL,2025-04-19,2025,Adelaide,GWS Giants,1.72,1.52,2.15,2.62,185.5,178.5,HOME,UNDERS,HOME,0.1111,-11.63,21.86,18.0
AFL,2025-04-19,2025,Melbourne,Fremantle,2.1,3.35,1.75,1.35,166.5,166.5,AWAY,EVEN,AWAY,-0.0909,59.52,-22.86,10.0
AFL,2025-04-18,2025,West Coast,Essendon,3.35,3.5,1.333,1.333,176.5,175.5,BOTH_OR_NEITHER,UNDERS,AWAY,-0.4307,4.48,0.0,-2.0
AFL,2025-04-18,2025,North Melbourne,Carlton,2.9,3.1,1.42,1.4,178.5,179.5,AWAY,OVERS,AWAY,-0.3426,6.9,-1.41,-82.0
AFL,2025-04-17,2025,Brisbane,Collingwood,1.5,1.54,2.6,2.55,174.5,173.5,AWAY,UNDERS,HOME,0.2683,2.67,-1.92,-52.0
AFL,2025-04-13,2025,Port Adelaide,Hawthorn,2.7,2.85,1.47,1.45,172.5,174.5,AWAY,OVERS,AWAY,-0.295,5.56,-1.36,30.0
AFL,2025-04-13,2025,St Kilda,GWS Giants,3.1,2.68,1.38,1.5,168.5,168.5,HOME,EVEN,AWAY,-0.3839,-13.55,8.7,-28.0
AFL,2025-04-13,2025,Richmond,Fremantle,6.0,8.0,1.13,1.1,176.5,182.5,AWAY,OVERS,AWAY,-0.683,33.33,-2.65,-61.0
AFL,2025-04-12,2025,Melbourne,Essendon,1.91,1.9,1.91,1.952,169.5,171.5,HOME,OVERS,AWAY,0.0,-0.52,2.2,-39.0
AFL,2025-04-12,2025,Western Bulldogs,Brisbane,2.4,2.62,1.58,1.52,172.5,170.5,AWAY,UNDERS,AWAY,-0.206,9.17,-3.8,-21.0
AFL,2025-04-12,2025,Carlton,West Coast,1.153,1.12,5.5,6.75,176.5,180.5,HOME,OVERS,HOME,0.6534,-2.86,22.73,71.0
AFL,2025-04-12,2025,North Melbourne,Gold Coast,3.0,4.5,1.4,1.22,181.5,180.5,AWAY,UNDERS,AWAY,-0.3636,50.0,-12.86,-52.0
AFL,2025-04-11,2025,Collingwood,Sydney,1.54,1.7,2.5,2.22,170.5,168.5,AWAY,UNDERS,HOME,0.2376,10.39,-11.2,31.0
AFL,2025-04-10,2025,Adelaide,Geelong,1.68,1.45,2.2,2.85,179.5,181.5,HOME,OVERS,HOME,0.134,-13.69,29.55,-19.0
AFL,2025-04-06,2025,Fremantle,Western Bulldogs,1.72,1.65,2.15,2.3,168.5,166.5,HOME,UNDERS,HOME,0.1111,-4.07,6.98,16.0
AFL,2025-04-06,2025,Port Adelaide,St Kilda,1.42,1.5,2.9,2.68,167.5,165.5,AWAY,UNDERS,HOME,0.3426,5.63,-7.59,-17.0
AFL,2025-04-06,2025,GWS Giants,West Coast,1.08,1.015,8.0,21.0,174.5,179.5,HOME,OVERS,HOME,0.7621,-6.02,162.5,81.0
AFL,2025-04-05,2025,North Melbourne,Sydney,2.5,2.22,1.54,1.7,175.5,179.5,HOME,OVERS,AWAY,-0.2376,-11.2,10.39,-65.0
AFL,2025-04-05,2025,Richmond,Brisbane,6.5,10.0,1.11,1.07,177.5,178.5,AWAY,OVERS,AWAY,-0.7083,53.85,-3.6,-28.0
AFL,2025-04-05,2025,Gold Coast,Adelaide,1.82,1.75,2.0,2.15,185.5,183.5,HOME,UNDERS,HOME,0.0471,-3.85,7.5,1.0
AFL,2025-04-04,2025,Geelong,Melbourne,1.28,1.22,3.75,4.5,173.5,171.5,HOME,UNDERS,HOME,0.4911,-4.69,20.0,39.0
AFL,2025-04-03,2025,Collingwood,Carlton,1.54,1.42,2.5,3.0,167.5,166.5,HOME,UNDERS,HOME,0.2376,-7.79,20.0,17.0
AFL,2025-03-30,2025,West Coast,Fremantle,4.5,4.25,1.21,1.24,167.5,169.5,HOME,OVERS,AWAY,-0.5762,-5.56,2.48,-38.0
AFL,2025-03-30,2025,Adelaide,North Melbourne,1.13,1.14,6.0,6.25,188.5,192.5,BOTH_OR_NEITHER,OVERS,HOME,0.683,0.88,4.17,36.0
AFL,2025-03-29,2025,Brisbane,Geelong,1.52,1.44,2.55,2.9,160.5,160.5,HOME,EVEN,HOME,0.2531,-5.26,13.73,9.0
AFL,2025-03-29,2025,Hawthorn,GWS Giants,1.5,1.54,2.6,2.5,166.5,166.5,AWAY,EVEN,HOME,0.2683,2.67,-3.85,12.0
AFL,2025-03-29,2025,St Kilda,Richmond,1.31,1.24,3.5,4.25,174.5,170.5,HOME,UNDERS,HOME,0.4553,-5.34,21.43,82.0
AFL,2025-03-29,2025,Melbourne,Gold Coast,1.68,2.15,2.2,1.75,170.5,167.5,AWAY,UNDERS,HOME,0.134,27.98,-20.45,-58.0
AFL,2025-03-28,2025,Carlton,Western Bulldogs,1.89,1.97,1.93,1.87,170.5,172.5,AWAY,OVERS,HOME,0.0105,4.23,-3.11,-8.0
AFL,2025-03-27,2025,Essendon,Port Adelaide,1.97,2.25,1.85,1.68,175.5,181.5,AWAY,OVERS,AWAY,-0.0314,14.21,-9.19,12.0
AFL,2025-03-23,2025,Fremantle,Sydney,1.68,1.7,2.2,2.22,164.5,172.5,BOTH_OR_NEITHER,OVERS,HOME,0.134,1.19,0.91,-3.0
AFL,2025-03-23,2025,North Melbourne,Melbourne,3.2,3.1,1.36,1.4,173.5,176.5,HOME,OVERS,AWAY,-0.4035,-3.13,2.94,59.0
AFL,2025-03-23,2025,Brisbane,West Coast,1.05,1.015,10.0,21.0,175.5,181.5,HOME,OVERS,HOME,0.81,-3.33,110.0,19.0
AFL,2025-03-22,2025,St Kilda,Geelong,2.6,3.5,1.5,1.333,173.5,173.5,AWAY,EVEN,AWAY,-0.2683,34.62,-11.13,7.0
AFL,2025-03-22,2025,Port Adelaide,Richmond,1.05,1.12,10.0,6.75,176.5,177.5,AWAY,OVERS,HOME,0.81,6.67,-32.5,72.0
AFL,2025-03-22,2025,Essendon,Adelaide,1.8,2.8,2.02,1.47,176.5,179.5,AWAY,OVERS,HOME,0.0576,55.56,-27.23,-61.0
AFL,2025-03-21,2025,Western Bulldogs,Collingwood,2.0,3.2,1.82,1.38,176.5,172.5,AWAY,UNDERS,AWAY,-0.0471,60.0,-24.18,-6.0
AFL,2025-03-20,2025,Carlton,Hawthorn,2.3,2.9,1.62,1.44,170.5,154.5,AWAY,UNDERS,AWAY,-0.1735,26.09,-11.11,-20.0
AFL,2025-03-16,2025,West Coast,Gold Coast,2.7,2.45,1.47,1.58,166.5,170.5,HOME,OVERS,AWAY,-0.295,-9.26,7.48,-87.0
AFL,2025-03-16,2025,Melbourne,GWS Giants,2.4,2.35,1.58,1.63,165.5,155.5,HOME,UNDERS,AWAY,-0.206,-2.08,3.16,-3.0
AFL,2025-03-16,2025,Adelaide,St Kilda,1.42,1.3,2.9,3.7,159.5,160.5,HOME,OVERS,HOME,0.3426,-8.45,27.59,63.0
AFL,2025-03-15,2025,Collingwood,Port Adelaide,1.62,1.58,2.3,2.45,165.5,168.5,HOME,OVERS,HOME,0.1735,-2.47,6.52,91.0
AFL,2025-03-15,2025,Western Bulldogs,North Melbourne,1.22,1.36,4.35,3.3,174.5,177.5,AWAY,OVERS,HOME,0.5619,11.48,-24.14,16.0
AFL,2025-03-15,2025,Sydney,Brisbane,1.82,2.18,2.0,1.72,176.5,178.5,AWAY,OVERS,HOME,0.0471,19.78,-14.0,-4.0
AFL,2025-03-15,2025,Geelong,Fremantle,1.54,1.42,2.5,3.0,170.5,173.5,HOME,OVERS,HOME,0.2376,-7.79,20.0,78.0
AFL,2025-03-14,2025,Hawthorn,Essendon,1.31,1.3,3.5,3.6,170.5,170.5,HOME,EVEN,HOME,0.4553,-0.76,2.86,26.0
AFL,2025-03-13,2025,Richmond,Carlton,9.5,11.0,1.06,1.05,176.5,177.5,AWAY,OVERS,AWAY,-0.7992,15.79,-0.94,13.0
AFL,2025-03-09,2025,GWS Giants,Collingwood,1.68,2.18,2.2,1.72,169.5,175.5,AWAY,OVERS,HOME,0.134,29.76,-21.82,52.0
AFL,2025-03-07,2025,Sydney,Hawthorn,1.85,2.0,1.97,1.85,170.5,169.5,AWAY,UNDERS,HOME,0.0314,8.11,-6.09,-20.0
AFL,2024-09-28,2024,Sydney,Brisbane,1.78,1.75,2.05,2.15,170.5,175.5,HOME,OVERS,HOME,0.0705,-1.69,4.88,-60.0
AFL,2024-09-21,2024,Geelong,Brisbane,1.68,1.87,2.2,1.97,173.5,168.5,AWAY,UNDERS,HOME,0.134,11.31,-10.45,-10.0
AFL,2024-09-20,2024,Sydney,Port Adelaide,1.333,1.36,3.35,3.3,168.5,169.5,AWAY,OVERS,HOME,0.4307,2.03,-1.49,36.0
AFL,2024-09-14,2024,GWS Giants,Brisbane,1.8,1.68,2.02,2.25,167.5,167.5,HOME,EVEN,HOME,0.0576,-6.67,11.39,-5.0
AFL,2024-09-13,2024,Port Adelaide,Hawthorn,2.2,2.25,1.68,1.68,165.5,166.5,BOTH_OR_NEITHER,OVERS,AWAY,-0.134,2.27,0.0,3.0
AFL,2024-09-07,2024,Brisbane,Carlton,1.31,1.27,3.5,4.0,166.5,172.5,HOME,OVERS,HOME,0.4553,-3.05,14.29,28.0
AFL,2024-09-07,2024,Sydney,GWS Giants,1.58,1.58,2.4,2.45,172.5,172.5,BOTH_OR_NEITHER,EVEN,HOME,0.206,0.0,2.08,6.0
AFL,2024-09-06,2024,Western Bulldogs,Hawthorn,1.8,1.65,2.02,2.3,164.5,162.5,HOME,UNDERS,HOME,0.0576,-8.33,13.86,-37.0
AFL,2024-09-05,2024,Port Adelaide,Geelong,1.58,1.38,2.4,3.2,164.5,167.5,HOME,OVERS,HOME,0.206,-12.66,33.33,-84.0
AFL,2024-08-25,2024,Fremantle,Port Adelaide,1.78,1.65,2.05,2.3,159.5,161.5,HOME,OVERS,HOME,0.0705,-7.3,12.2,-20.0
AFL,2024-08-25,2024,Carlton,St Kilda,1.78,2.05,2.05,1.8,166.5,166.5,AWAY,EVEN,HOME,0.0705,15.17,-12.2,-2.0
AFL,2024-08-25,2024,Western Bulldogs,GWS Giants,1.52,1.48,2.55,2.75,163.5,157.5,HOME,UNDERS,HOME,0.2531,-2.63,7.84,37.0
AFL,2024-08-24,2024,Sydney,Adelaide,1.35,1.4,3.25,3.0,173.5,174.5,AWAY,OVERS,HOME,0.413,3.7,-7.69,31.0
AFL,2024-08-24,2024,Brisbane,Essendon,1.18,1.12,5.0,6.25,171.5,177.5,HOME,OVERS,HOME,0.6181,-5.08,25.0,20.0
AFL,2024-08-24,2024,Richmond,Gold Coast,3.1,2.5,1.38,1.54,174.5,176.5,HOME,OVERS,AWAY,-0.3839,-19.35,11.59,-28.0
AFL,2024-08-24,2024,Geelong,West Coast,1.09,1.03,7.5,12.0,177.5,179.5,HOME,OVERS,HOME,0.7462,-5.5,60.0,93.0
AFL,2024-08-24,2024,Hawthorn,North Melbourne,1.11,1.03,6.5,12.0,176.5,171.5,HOME,UNDERS,HOME,0.7083,-7.21,84.62,124.0
AFL,2024-08-23,2024,Melbourne,Collingwood,2.5,2.05,1.54,1.8,168.5,163.5,HOME,UNDERS,AWAY,-0.2376,-18.0,16.88,-46.0
AFL,2024-08-18,2024,West Coast,Carlton,3.1,1.77,1.38,2.1,164.5,160.5,HOME,UNDERS,AWAY,-0.3839,-42.9,52.17,-65.0
AFL,2024-08-18,2024,Hawthorn,Richmond,1.17,1.08,5.25,9.0,168.5,170.5,HOME,OVERS,HOME,0.6355,-7.69,71.43,63.0
AFL,2024-08-18,2024,Western Bulldogs,North Melbourne,1.1,1.08,7.0,8.0,176.5,179.5,HOME,OVERS,HOME,0.7284,-1.82,14.29,96.0
AFL,2024-08-17,2024,Port Adelaide,Adelaide,1.35,1.48,3.25,2.75,169.5,164.5,AWAY,UNDERS,HOME,0.413,9.63,-15.38,22.0
AFL,2024-08-17,2024,St Kilda,Geelong,2.8,2.55,1.44,1.54,165.5,161.5,HOME,UNDERS,AWAY,-0.3208,-8.93,6.94,18.0
AFL,2024-08-17,2024,Collingwood,Brisbane,2.3,2.55,1.62,1.54,167.5,170.5,AWAY,OVERS,AWAY,-0.1735,10.87,-4.94,1.0
AFL,2024-08-17,2024,Gold Coast,Melbourne,1.5,1.38,2.6,3.2,167.5,167.5,HOME,EVEN,HOME,0.2683,-8.0,23.08,-54.0
AFL,2024-08-17,2024,GWS Giants,Fremantle,1.62,1.35,2.3,3.35,162.5,164.5,HOME,OVERS,HOME,0.1735,-16.67,45.65,9.0
AFL,2024-08-16,2024,Essendon,Sydney,2.3,2.18,1.62,1.72,174.5,174.5,HOME,EVEN,AWAY,-0.1735,-5.22,6.17,-39.0
AFL,2024-08-11,2024,Adelaide,Western Bulldogs,2.6,2.75,1.5,1.48,170.5,172.5,AWAY,OVERS,AWAY,-0.2683,5.77,-1.33,39.0
AFL,2024-08-11,2024,Richmond,St Kilda,4.35,4.0,1.22,1.27,160.5,162.5,HOME,OVERS,AWAY,-0.5619,-8.05,4.1,-48.0
AFL,2024-08-11,2024,Carlton,Hawthorn,1.91,1.833,1.91,2.02,172.5,172.5,HOME,EVEN,AWAY,0.0,-4.03,5.76,-74.0
AFL,2024-08-10,2024,Essendon,Gold Coast,1.72,1.52,2.15,2.62,172.5,171.5,HOME,UNDERS,HOME,0.1111,-11.63,21.86,-1.0
AFL,2024-08-10,2024,Melbourne,Port Adelaide,1.91,2.9,1.91,1.44,168.5,163.5,AWAY,UNDERS,AWAY,0.0,51.83,-24.61,-2.0
AFL,2024-08-10,2024,Fremantle,Geelong,1.44,1.56,2.8,2.5,168.5,168.5,AWAY,EVEN,HOME,0.3208,8.33,-10.71,-11.0
AFL,2024-08-10,2024,Brisbane,GWS Giants,1.36,1.35,3.2,3.35,177.5,180.5,HOME,OVERS,HOME,0.4035,-0.74,4.69,-18.0
AFL,2024-08-10,2024,North Melbourne,West Coast,1.52,1.68,2.55,2.25,174.5,172.5,AWAY,UNDERS,HOME,0.2531,10.53,-11.76,-5.0
AFL,2024-08-09,2024,Sydney,Collingwood,1.25,1.42,4.0,3.0,178.5,170.5,AWAY,UNDERS,HOME,0.5238,13.6,-25.0,3.0
AFL,2024-08-04,2024,St Kilda,Brisbane,2.6,2.4,1.5,1.6,167.5,166.5,HOME,UNDERS,AWAY,-0.2683,-7.69,6.67,-85.0
AFL,2024-08-04,2024,Essendon,Fremantle,1.97,2.3,1.85,1.65,167.5,167.5,AWAY,EVEN,AWAY,-0.0314,16.75,-10.81,1.0
AFL,2024-08-04,2024,GWS Giants,Hawthorn,1.65,1.87,2.25,1.97,167.5,169.5,AWAY,OVERS,HOME,0.1538,13.33,-12.44,2.0
AFL,2024-08-03,2024,Collingwood,Carlton,3.1,2.4,1.38,1.6,169.5,170.5,HOME,OVERS,AWAY,-0.3839,-22.58,15.94,3.0
AFL,2024-08-03,2024,Port Adelaide,Sydney,2.5,1.833,1.54,2.02,168.5,168.5,HOME,EVEN,AWAY,-0.2376,-26.68,31.17,112.0
AFL,2024-08-03,2024,Geelong,Adelaide,1.38,1.36,3.1,3.3,173.5,170.5,HOME,UNDERS,HOME,0.3839,-1.45,6.45,5.0
AFL,2024-08-03,2024,North Melbourne,Richmond,1.62,2.22,2.3,1.7,175.5,176.5,AWAY,OVERS,HOME,0.1735,37.04,-26.09,13.0
AFL,2024-08-02,2024,West Coast,Gold Coast,3.1,3.0,1.38,1.42,169.5,166.5,HOME,UNDERS,AWAY,-0.3839,-3.23,2.9,10.0
AFL,2024-08-02,2024,Western Bulldogs,Melbourne,1.47,1.3,2.7,3.7,171.5,168.5,HOME,UNDERS,HOME,0.295,-11.56,37.04,51.0
AFL,2024-07-28,2024,Adelaide,Hawthorn,1.62,2.02,2.3,1.833,164.5,165.5,AWAY,OVERS,HOME,0.1735,24.69,-20.3,-66.0
AFL,2024-07-28,2024,Sydney,Western Bulldogs,1.25,1.6,4.0,2.4,177.5,177.5,AWAY,EVEN,HOME,0.5238,28.0,-40.0,-39.0
AFL,2024-07-28,2024,Collingwood,Richmond,1.2,1.25,4.6,4.15,171.5,170.5,AWAY,UNDERS,HOME,0.5862,4.17,-9.78,26.0
AFL,2024-07-27,2024,Fremantle,West Coast,1.153,1.1,5.5,8.0,160.5,165.5,HOME,OVERS,HOME,0.6534,-4.6,45.45,35.0
AFL,2024-07-27,2024,Melbourne,GWS Giants,1.7,1.97,2.18,1.87,159.5,155.5,AWAY,UNDERS,HOME,0.1237,15.88,-14.22,-2.0
AFL,2024-07-27,2024,Gold Coast,Brisbane,2.3,2.1,1.62,1.77,172.5,176.5,HOME,OVERS,AWAY,-0.1735,-8.7,9.26,-28.0
AFL,2024-07-27,2024,St Kilda,Essendon,2.1,2.3,1.75,1.65,159.5,162.5,AWAY,OVERS,AWAY,-0.0909,9.52,-5.71,53.0
AFL,2024-07-27,2024,North Melbourne,Geelong,4.6,3.85,1.2,1.28,172.5,176.5,HOME,OVERS,AWAY,-0.5862,-16.3,6.67,-40.0
AFL,2024-07-26,2024,Carlton,Port Adelaide,1.35,1.63,3.25,2.35,180.5,181.5,AWAY,OVERS,HOME,0.413,20.74,-27.69,-14.0
AFL,2024-07-21,2024,Carlton,North Melbourne,1.17,1.13,5.25,6.5,186.5,184.5,HOME,UNDERS,HOME,0.6355,-3.42,23.81,19.0
AFL,2024-07-21,2024,Fremantle,Melbourne,1.333,1.333,3.35,3.5,154.5,155.5,BOTH_OR_NEITHER,OVERS,HOME,0.4307,0.0,4.48,50.0
AFL,2024-07-21,2024,Brisbane,Sydney,1.82,1.8,2.0,2.05,172.5,183.5,HOME,OVERS,HOME,0.0471,-1.1,2.5,2.0
AFL,2024-07-20,2024,Geelong,Western Bulldogs,1.38,1.63,3.1,2.35,170.5,160.5,AWAY,UNDERS,HOME,0.3839,18.12,-24.19,-47.0
AFL,2024-07-20,2024,Port Adelaide,Richmond,1.11,1.07,6.5,10.0,169.5,164.5,HOME,UNDERS,HOME,0.7083,-3.6,53.85,41.0
AFL,2024-07-20,2024,Hawthorn,Collingwood,2.18,1.85,1.7,2.0,168.5,157.5,HOME,UNDERS,AWAY,-0.1237,-15.14,17.65,66.0
AFL,2024-07-20,2024,GWS Giants,Gold Coast,1.38,1.4,3.1,3.1,168.5,170.5,BOTH_OR_NEITHER,OVERS,HOME,0.3839,1.45,0.0,39.0
AFL,2024-07-20,2024,St Kilda,West Coast,1.2,1.12,4.6,6.75,165.5,164.5,HOME,UNDERS,HOME,0.5862,-6.67,46.74,72.0
AFL,2024-07-19,2024,Essendon,Adelaide,1.44,1.44,2.8,2.9,169.5,168.5,BOTH_OR_NEITHER,UNDERS,HOME,0.3208,0.0,3.57,-2.0
AFL,2024-07-14,2024,West Coast,Brisbane,4.2,5.6,1.23,1.16,167.5,176.5,AWAY,OVERS,AWAY,-0.547,33.33,-5.69,-13.0
AFL,2024-07-14,2024,Richmond,GWS Giants,3.5,3.85,1.31,1.28,169.5,166.5,AWAY,UNDERS,AWAY,-0.4553,10.0,-2.29,-24.0
AFL,2024-07-14,2024,Gold Coast,Port Adelaide,1.5,1.833,2.6,2.02,165.5,168.5,AWAY,OVERS,HOME,0.2683,22.2,-22.31,14.0
AFL,2024-07-13,2024,Adelaide,St Kilda,1.44,1.54,2.8,2.5,162.5,152.5,AWAY,UNDERS,HOME,0.3208,6.94,-10.71,32.0
AFL,2024-07-13,2024,Melbourne,Essendon,1.97,2.5,1.85,1.54,165.5,159.5,AWAY,UNDERS,AWAY,-0.0314,26.9,-16.76,17.0
AFL,2024-07-13,2024,Western Bulldogs,Carlton,2.2,2.5,1.68,1.56,174.5,176.5,AWAY,OVERS,AWAY,-0.134,13.64,-7.14,14.0
AFL,2024-07-13,2024,Hawthorn,Fremantle,1.78,2.02,2.05,1.8,159.5,158.5,AWAY,UNDERS,HOME,0.0705,13.48,-12.2,13.0
AFL,2024-07-13,2024,Sydney,North Melbourne,1.03,1.05,12.0,10.0,174.5,178.5,AWAY,OVERS,HOME,0.8419,1.94,-16.67,79.0
AFL,2024-07-12,2024,Collingwood,Geelong,1.58,2.15,2.4,1.75,169.5,169.5,AWAY,EVEN,HOME,0.206,36.08,-27.08,-20.0
AFL,2024-07-07,2024,Brisbane,Adelaide,1.17,1.22,5.25,4.5,171.5,172.5,AWAY,OVERS,HOME,0.6355,4.27,-14.29,11.0
AFL,2024-07-07,2024,St Kilda,Sydney,3.75,4.25,1.28,1.24,169.5,165.5,AWAY,UNDERS,AWAY,-0.4911,13.33,-3.13,2.0
AFL,2024-07-07,2024,Melbourne,West Coast,1.2,1.17,4.6,5.4,164.5,163.5,HOME,UNDERS,HOME,0.5862,-2.5,17.39,54.0
AFL,2024-07-06,2024,Fremantle,Richmond,1.12,1.07,6.25,10.0,167.5,154.5,HOME,UNDERS,HOME,0.6961,-4.46,60.0,51.0
AFL,2024-07-06,2024,GWS Giants,Carlton,1.97,2.4,1.85,1.6,163.5,169.5,AWAY,OVERS,AWAY,-0.0314,21.83,-13.51,12.0
AFL,2024-07-06,2024,Geelong,Hawthorn,1.5,1.56,2.6,2.5,172.5,168.5,AWAY,UNDERS,HOME,0.2683,4.0,-3.85,51.0
AFL,2024-07-06,2024,North Melbourne,Gold Coast,3.5,3.7,1.31,1.3,172.5,171.5,AWAY,UNDERS,AWAY,-0.4553,5.71,-0.76,4.0
AFL,2024-07-06,2024,Port Adelaide,Western Bulldogs,2.05,1.97,1.78,1.87,166.5,171.5,HOME,OVERS,AWAY,-0.0705,-3.9,5.06,48.0
AFL,2024-07-05,2024,Collingwood,Essendon,1.62,1.58,2.3,2.4,167.5,167.5,HOME,EVEN,HOME,0.1735,-2.47,4.35,-12.0
AFL,2024-06-30,2024,West Coast,Hawthorn,2.8,2.4,1.44,1.58,163.5,165.5,HOME,OVERS,AWAY,-0.3208,-14.29,9.72,-61.0
AFL,2024-06-30,2024,Richmond,Carlton,5.5,7.25,1.153,1.11,170.5,170.5,AWAY,EVEN,AWAY,-0.6534,31.82,-3.73,-61.0
AFL,2024-06-30,2024,St Kilda,Port Adelaide,1.952,1.75,1.87,2.15,160.5,162.5,HOME,OVERS,AWAY,-0.0215,-10.35,14.97,-2.0
AFL,2024-06-29,2024,Adelaide,GWS Giants,2.02,2.02,1.8,1.833,160.5,161.5,BOTH_OR_NEITHER,OVERS,AWAY,-0.0576,0.0,1.83,16.0
AFL,2024-06-29,2024,Geelong,Essendon,1.75,2.3,2.1,1.65,168.5,162.5,AWAY,UNDERS,HOME,0.0909,31.43,-21.43,45.0
AFL,2024-06-29,2024,Gold Coast,Collingwood,1.91,1.952,1.91,1.9,167.5,163.5,AWAY,UNDERS,AWAY,0.0,2.2,-0.52,11.0
AFL,2024-06-29,2024,North Melbourne,Western Bulldogs,6.25,8.0,1.12,1.1,180.5,183.5,AWAY,OVERS,AWAY,-0.6961,28.0,-1.79,-17.0
AFL,2024-06-29,2024,Sydney,Fremantle,1.25,1.2,4.0,4.8,172.5,172.5,HOME,EVEN,HOME,0.5238,-4.0,20.0,-1.0
AFL,2024-06-28,2024,Brisbane,Melbourne,1.333,1.17,3.35,5.4,168.5,168.5,HOME,EVEN,HOME,0.4307,-12.23,61.19,5.0
AFL,2024-06-23,2024,Fremantle,Gold Coast,1.38,1.4,3.1,3.1,157.5,159.5,BOTH_OR_NEITHER,OVERS,HOME,0.3839,1.45,0.0,20.0
AFL,2024-06-23,2024,Essendon,West Coast,1.17,1.13,5.25,6.5,166.5,170.5,HOME,OVERS,HOME,0.6355,-3.42,23.81,30.0
AFL,2024-06-22,2024,Melbourne,North Melbourne,1.14,1.22,5.75,4.5,170.5,166.5,AWAY,UNDERS,HOME,0.6691,7.02,-21.74,3.0
AFL,2024-06-22,2024,GWS Giants,Sydney,2.2,3.1,1.68,1.4,168.5,162.5,AWAY,UNDERS,AWAY,-0.134,40.91,-16.67,-27.0
AFL,2024-06-22,2024,Port Adelaide,Brisbane,1.8,2.1,2.02,1.77,168.5,173.5,AWAY,OVERS,HOME,0.0576,16.67,-12.38,-79.0
AFL,2024-06-21,2024,Carlton,Geelong,1.54,1.63,2.5,2.35,172.5,167.5,AWAY,UNDERS,HOME,0.2376,5.84,-6.0,63.0
AFL,2024-06-16,2024,GWS Giants,Port Adelaide,1.47,1.56,2.7,2.5,168.5,170.5,AWAY,OVERS,HOME,0.295,6.12,-7.41,22.0
