season,date,home,away,result,fthg,ftag,lambda,mu,p_home,p_draw,p_away,model_home,model_draw,model_away,model_over25,model_under25,close_home,close_draw,close_away,close_over25,close_under25,rps,brier_h,brier_d,brier_a,ll_h,ll_d,ll_a,clv_home,clv_draw,clv_away,clv_over25,clv_under25,elo_home,elo_away,elo_diff,actual_over25,ppda_home,ppda_away,ppda_diff,ppda_sum,rest_days_home,rest_days_away,rest_diff,form5_home,form5_away,form5_diff,referee,ref_home_win_rate,ref_goals_pg,ref_cards_pg,h_corners_won,h_corners_conceded,a_corners_won,a_corners_conceded
2023/24,2023-12-29,Preston,Sheffield Weds,A,0,1,1.502,1.179,0.4593,0.2739,0.2668,2.177,3.651,3.748,2.259,1.794,2.39,3.2,3.53,2.63,1.61,0.24952,0.21097,0.07502,0.53758,0.61491,0.32005,1.32126,9.78,-12.35,-5.82,16.42,-10.26,1492.6,1414.7,78.0,0,,,,,3,3.0,0.0,7.0,6.0,1.0,R Welch,0.6666666666666666,3.0,3.5,5.6,6.2,5.8,4.8
2023/24,2023-12-29,Rotherham,Sunderland,D,1,1,1.368,1.894,0.2816,0.243,0.4754,3.551,4.115,2.104,1.963,2.038,6.53,4.33,1.6,1.95,1.99,0.10176,0.0793,0.57301,0.22598,0.33073,1.41458,0.64507,83.89,5.22,-23.95,-0.66,-2.36,1392.0,1516.7,-124.7,0,,,,,3,3.0,0.0,3.0,9.0,-6.0,T Harrington,0.48314606741573035,2.662921348314607,3.050561797752809,3.7,7.7,6.8,3.9
2023/24,2023-12-29,Watford,Stoke,D,1,1,1.682,0.946,0.5297,0.2634,0.2069,1.888,3.797,4.833,2.278,1.783,2.2,3.52,3.55,2.16,1.82,0.10781,0.28062,0.54264,0.04281,0.75447,1.33423,0.23181,16.53,-7.3,-26.55,-5.18,2.08,1514.9,1437.6,77.2,0,,,,,3,3.0,0.0,7.0,6.0,1.0,S Oldham,,,,6.4,3.3,5.5,7.3
2023/24,2023-12-29,West Brom,Leeds,H,1,0,1.43,1.322,0.3862,0.2772,0.3366,2.589,3.607,2.971,2.259,1.794,3.36,3.47,2.3,2.19,1.78,0.16334,0.37674,0.07685,0.11329,0.95137,0.32464,0.41035,29.78,-3.8,-22.58,-3.05,-0.78,1535.1,1576.5,-41.4,0,,,,,3,3.0,0.0,7.0,7.0,0.0,G Scott,0.34146341463414637,2.3536585365853657,3.6951219512195124,6.8,5.6,5.2,6.5
2023/24,2023-12-29,Millwall,Norwich,H,1,0,1.351,1.587,0.3388,0.2691,0.3922,2.952,3.716,2.55,2.259,1.794,2.57,3.5,2.95,2.11,1.85,0.19702,0.43725,0.0724,0.1538,1.08249,0.31345,0.49786,-12.94,-5.81,15.69,-6.6,3.12,1460.6,1494.6,-34.0,0,,,,,3,3.0,0.0,5.0,8.0,-3.0,D Whitestone,0.4397163120567376,2.50354609929078,2.75177304964539,5.3,4.5,4.7,6.1
2023/24,2024-01-01,Leeds,Birmingham,H,3,0,2.09,0.885,0.6224,0.2246,0.153,1.607,4.452,6.538,2.259,1.794,1.26,7.0,13.0,1.55,2.65,0.05532,0.14256,0.05045,0.0234,0.47412,0.25439,0.16601,-21.59,57.23,98.84,-31.39,47.71,1576.5,1447.7,128.8,1,,,,,3,3.0,0.0,4.0,5.0,-1.0,K Stroud,0.47346938775510206,2.746938775510204,4.048979591836734,6.4,2.6,3.8,6.8
2023/24,2024-01-01,Leicester,Huddersfield,H,4,1,2.246,0.646,0.6989,0.1971,0.104,1.431,5.075,9.612,2.259,1.794,1.21,7.5,17.0,1.59,2.63,0.03383,0.09065,0.03883,0.01082,0.35823,0.21947,0.10985,-15.44,47.78,76.86,-29.61,46.6,1643.6,1468.1,175.6,1,,,,,3,3.0,0.0,13.0,4.0,9.0,S Allison,0.625,2.75,4.375,6.7,3.5,3.8,7.6
2023/24,2024-01-01,Sunderland,Preston,H,2,0,1.803,1.121,0.5019,0.2601,0.2379,1.992,3.844,4.203,2.259,1.794,1.63,4.2,6.05,1.92,1.99,0.10156,0.24808,0.06768,0.05661,0.68931,0.30131,0.27172,-18.17,9.26,43.94,-15.01,10.93,1516.7,1492.6,24.0,0,,,,,3,3.0,0.0,7.0,6.0,1.0,O Langford,0.3953488372093023,2.562790697674419,3.4139534883720932,6.2,4.9,3.1,5.9
2023/24,2024-01-01,Blackburn,Rotherham,D,2,2,1.844,0.799,0.5917,0.2447,0.1636,1.69,4.086,6.113,2.259,1.794,1.52,4.9,6.5,1.61,2.47,0.12562,0.3501,0.57045,0.02676,0.89573,1.40764,0.17864,-10.06,19.92,6.33,-28.73,37.68,1494.9,1392.0,103.0,1,,,,,3,3.0,0.0,3.0,4.0,-1.0,J Gillett,0.328125,2.734375,3.109375,6.6,5.3,3.5,7.0
2023/24,2024-01-01,Bristol City,Millwall,A,0,1,1.334,1.246,0.3974,0.2873,0.3154,2.517,3.481,3.171,2.278,1.783,2.17,3.4,3.8,2.34,1.7,0.20887,0.1579,0.08252,0.46872,0.50645,0.33864,1.154,-13.79,-2.33,19.84,2.72,-4.66,1480.6,1460.6,20.0,0,,,,,3,3.0,0.0,10.0,8.0,2.0,T Nield,0.5,2.0,4.333333333333333,6.1,6.6,2.8,5.9
