timestamp,lat,lon,commence_time,temperature,wind_speed,wind_gust,precip_prob,precip_intensity,dew_point,humidity,condition,flags
2026-05-14T01:52:25.787Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T01:52:25.786Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T01:52:25.789Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T01:52:25.830Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T01:52:25.830Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T01:52:25.831Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T01:52:25.929Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T01:52:25.930Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T01:52:25.930Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T01:52:25.969Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T01:52:25.971Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T01:52:26.070Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T01:52:26.071Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T01:52:26.072Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T01:52:26.109Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T01:52:26.109Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T01:52:26.214Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T01:52:26.213Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T01:52:26.214Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T01:52:26.259Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T01:52:26.259Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T01:52:26.298Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T01:52:26.382Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:00:19.538Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:00:19.540Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:00:19.545Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:00:19.539Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:00:19.541Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:00:19.541Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:00:19.674Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:00:19.674Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:00:19.675Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:00:19.676Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:00:19.676Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:00:19.795Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:00:19.794Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:00:19.796Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:00:19.796Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:00:20.048Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:02:02.632Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,10,21,10,0,15,93,average,"DEW RISK"
2026-05-14T02:02:02.633Z,-34.9156,138.5961,2026-05-16T03:15:20Z,16,10,24,35,0,14,86,poor,"SHOWERS|DEW RISK"
2026-05-14T02:02:02.631Z,-33.8915,151.2248,2026-05-15T09:30:00Z,17,3,5,10,0,15,85,average,"DEW RISK"
2026-05-14T02:02:02.634Z,-27.4858,153.0381,2026-05-14T09:30:00Z,18,12,26,10,0,15,82,average,"MILD DEW"
2026-05-14T02:02:02.634Z,-37.82,144.9836,2026-05-16T06:15:46Z,20,9,19,0,0,12,60,good,""
2026-05-14T02:02:02.716Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,8,15,0,0,12,76,average,"MILD DEW"
2026-05-14T02:02:03.203Z,-37.8166,144.9475,2026-05-17T03:10:00Z,15,12,23,50,0,14,90,poor,"SHOWERS|DEW RISK"
2026-05-14T02:02:03.255Z,-31.9505,115.8891,2026-05-17T08:15:45Z,18,6,16,0,0,12,66,good,""
2026-05-14T02:02:03.254Z,-33.8915,151.2248,2026-05-15T09:30:00Z,17,4,7,0,0,15,89,average,"DEW RISK"
2026-05-14T02:02:03.256Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,10,19,40,0,14,91,poor,"SHOWERS|DEW RISK"
2026-05-14T02:02:03.291Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,8,15,0,0,12,76,average,"MILD DEW"
2026-05-14T02:02:03.320Z,-34.9156,138.5961,2026-05-16T03:15:20Z,18,8,23,30,0,14,80,average,"MILD DEW"
2026-05-14T02:02:03.399Z,-37.82,144.9836,2026-05-16T06:15:46Z,20,13,27,0,0,12,59,good,""
2026-05-14T02:02:03.427Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,11,22,15,0,15,86,average,"DEW RISK"
2026-05-14T02:02:03.487Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,12,25,10,0,14,88,average,"DEW RISK"
2026-05-14T02:02:03.656Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,5,12,50,0,14,90,poor,"SHOWERS|DEW RISK"
2026-05-14T02:02:03.700Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,6,14,0,0,12,64,good,""
2026-05-14T02:02:03.703Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,6,14,40,0,14,89,poor,"SHOWERS|DEW RISK"
2026-05-14T02:02:18.297Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:02:18.297Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:02:18.298Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:02:18.298Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:02:18.301Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:02:18.355Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:02:18.431Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:02:18.431Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:02:18.432Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:02:18.432Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:02:18.433Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:02:18.487Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:02:18.527Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:02:18.527Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:02:18.527Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:02:18.527Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:03:18.273Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:03:18.274Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:03:18.274Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:03:18.275Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:03:18.304Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:03:18.341Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:03:18.439Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:03:18.439Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:03:18.440Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:03:18.440Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:03:18.441Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:03:18.478Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:03:18.568Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:03:18.569Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:03:18.570Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:03:18.570Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:04:18.433Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:04:18.433Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:04:18.434Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:04:18.434Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:04:18.461Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:04:18.497Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:04:18.582Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:04:18.584Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:04:18.584Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:04:18.585Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:04:18.616Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:04:18.650Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:04:18.724Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:04:18.725Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:04:18.726Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:04:18.725Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:05:18.420Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:05:18.421Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:05:18.421Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:05:18.420Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:05:18.449Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:05:18.475Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:05:18.550Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:05:18.551Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:05:18.551Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:05:18.552Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:05:18.588Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:05:18.589Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:05:18.676Z,-27.9697,153.3808,2026-05-17T04:00:00Z,22,13,29,30,0,17,75,average,"MILD DEW"
2026-05-14T02:05:18.677Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
2026-05-14T02:05:18.678Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,8,14,0,0,8,77,average,"MILD DEW"
2026-05-14T02:05:18.678Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,6,0,0,15,89,average,"DEW RISK"
2026-05-14T02:06:18.256Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,5,10,10,0,15,91,average,"DEW RISK"
2026-05-14T02:06:18.257Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,1,7,15,0,15,78,average,"MILD DEW"
2026-05-14T02:06:18.256Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,0,1,0,0,14,96,average,"DEW RISK"
2026-05-14T02:06:18.257Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,15,0,16,83,average,"DEW RISK"
2026-05-14T02:06:18.295Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,4,7,0,0,15,95,average,"DEW RISK"
