match_id,season,stage,y,total_xg,home_att,away_att,home_corners_for,home_corners_against,away_corners_for,away_corners_against,knockout,p_model,xbetCloseOver25,xbetCloseUnder25,market_over25,market_under25,actual_over25,p_market,p_final,edge_over,edge_under,bet,edge,odds,profit
ucl-2025-26-067,2025-26,league_phase,1,2.9982321549129094,1.7989028034731736,1.5907872051233007,5.2,4.4,4.8,3.0,0,0.700201771160929,1.45,2.75,0.6547619047619047,0.3452380952380952,Over,0.6547619047619047,0.6706658580015632,0.01590395323965854,-0.015903953239658375,Over,0.01590395323965854,1.45,0.44999999999999996
ucl-2025-26-066,2025-26,league_phase,1,3.7201748232874277,2.9873244760713007,0.7819418432191014,4.0,2.0,4.0,6.0,0,0.615175499402506,1.17,5.0,0.8103727714748785,0.1896272285251215,Over,0.8103727714748785,0.7420537262495481,-0.06831904522533039,0.06831904522533036,Under,0.06831904522533036,5.0,-1.0
ucl-2025-26-068,2025-26,league_phase,1,3.6890247721961873,1.2386423039250085,2.1996210742974247,2.0,6.0,5.6,4.6,0,0.6078455000036375,1.32,3.4,0.7203389830508474,0.2796610169491525,Over,0.7203389830508474,0.6809662639843239,-0.03937271906652351,0.039372719066523565,Under,0.039372719066523565,3.4,-1.0
ucl-2025-26-073,2025-26,league_phase,0,3.1934559170980736,1.0113153243534276,1.4843267617824665,3.25,4.5,4.4,5.6,0,0.5956001633507518,1.84,2.03,0.524547803617571,0.4754521963824289,Under,0.524547803617571,0.5494161295241843,0.024868325906613253,-0.024868325906613198,Over,0.024868325906613253,1.84,-1.0
ucl-2025-26-074,2025-26,league_phase,0,4.127180580141857,2.330706905602663,1.5795230617610745,3.75,4.5,4.5,6.25,0,0.6272456478670826,1.49,2.63,0.6383495145631067,0.3616504854368932,Under,0.6383495145631067,0.6344631612194983,-0.0038863533436084285,0.003886353343608484,Under,0.003886353343608484,2.63,1.63
ucl-2025-26-081,2025-26,league_phase,1,3.2526530849135646,1.5835003275617991,1.954691984139679,6.0,3.25,5.0,4.2,0,0.6505356294358189,1.44,2.79,0.6595744680851063,0.3404255319148936,Over,0.6595744680851063,0.6564108745578557,-0.0031635935272505966,0.003163593527250652,Under,0.003163593527250652,2.79,-1.0
ucl-2025-26-075,2025-26,league_phase,1,2.568997595827856,1.5978951933017314,1.3138499801279926,4.6,2.6,2.75,2.75,0,0.6645551489665701,1.78,2.1,0.5412371134020618,0.458762886597938,Over,0.5412371134020618,0.5843984258496397,0.043161312447577926,-0.04316131244757776,Over,0.043161312447577926,1.78,0.78
ucl-2025-26-076,2025-26,league_phase,0,2.9344387989607474,1.815692402608694,1.5229780387288347,4.8,3.0,5.0,4.0,0,0.6310979931643159,1.45,2.77,0.6563981042654028,0.3436018957345971,Under,0.6563981042654028,0.6475430653800224,-0.008855038885380417,0.008855038885380528,Under,0.008855038885380528,2.77,1.77
ucl-2025-26-077,2025-26,league_phase,1,3.769710295730788,2.2314071371413746,1.236229575192559,4.0,6.0,4.8,4.4,0,0.7195849322316036,1.67,2.2,0.5684754521963824,0.4315245478036175,Over,0.5684754521963824,0.6213637702087098,0.05288831801232741,-0.052888318012327296,Over,0.05288831801232741,1.67,0.6699999999999999
ucl-2025-26-078,2025-26,league_phase,1,2.6213361323121944,0.830373398610392,1.9511037613458921,2.75,5.5,6.25,6.0,0,0.5152650510135668,1.86,2.0,0.5181347150259067,0.4818652849740932,Over,0.5181347150259067,0.5171303326215877,-0.001004382404318993,0.001004382404319104,Under,0.001004382404319104,2.0,-1.0
ucl-2025-26-079,2025-26,league_phase,0,3.3705489682130483,1.351871516089885,1.3558896207250646,3.75,5.5,3.75,2.75,0,0.7357309911171284,2.19,1.73,0.4413265306122448,0.5586734693877551,Under,0.4413265306122448,0.5443680917889541,0.10304156117670926,-0.10304156117670915,Over,0.10304156117670926,2.19,-1.0
